IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
005102-13012019,13 Jan 2019,2019,06:14:05,6,False Alarm,AFA,,Non Residential,Telephone exchange,Correct incident location,TW13 5AF,TW13,1.00023E+11,21500553,E09000018,HOUNSLOW,Hounslow,E05013615,Hanworth Park,Hanworth Park,511040,173202,511050,173250,51.4469369,-0.4035155,London,Feltham,313,Feltham,,,1,1,1,1,333,1
005104-13012019,13 Jan 2019,2019,06:17:24,6,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,TW8,0,21501795,E09000018,HOUNSLOW,Hounslow,E05013607,Brentford East,Brentford East,,,518850,178150,,,London,Chiswick,,,,,1,1,1,2,666,5
005208-13012019,13 Jan 2019,2019,12:51:00,12,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,,TW14,0,21500467,E09000018,HOUNSLOW,Hounslow,E05013613,Feltham North,Feltham North,,,510050,173950,,,London,Feltham,294,Feltham,,,1,1,1,1,333,1
005338-13012019,13 Jan 2019,2019,18:36:54,18,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,W4,0,21500025,E09000018,HOUNSLOW,Hounslow,E05013610,Chiswick Homefields,Chiswick Homefields,,,521050,177250,,,London,Chiswick,331,Chiswick,,,1,1,1,1,333,1
005392-13012019,13 Jan 2019,2019,20:42:53,20,Special Service,Special Service,Flooding,Other Residential,Other Residential Home ,Correct incident location,W4 3BD,W4,1.00023E+11,21500165,E09000018,HOUNSLOW,Hounslow,E05013611,Chiswick Riverside,Chiswick Riverside,519467,178061,519450,178050,51.48889452,-0.28065636,London,Chiswick,166,Chiswick,,,1,1,1,1,333,1
005465-14012019,14 Jan 2019,2019,02:55:19,2,False Alarm,AFA,,Other Residential,Other Residential Home ,Within same building,W4 1YA,W4,1.00024E+11,21500454,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,520954,178586,520950,178550,51.49329128,-0.259081166,London,Chiswick,269,Chiswick,378,Acton,2,2,2,1,333,1
005591-14012019,14 Jan 2019,2019,13:42:30,13,Fire,Primary Fire,,Dwelling,Bungalow - single occupancy ,Within same building,,TW14,0,21500437,E09000018,HOUNSLOW,Hounslow,E05013606,Bedfont,Bedfont,,,508550,173550,,,London,Feltham,318,Feltham,493,Heston,3,3,3,2,666,1
005600-14012019,14 Jan 2019,2019,14:10:06,14,False Alarm,AFA,,Non Residential,Single shop ,Within same building,TW14 0LT,TW14,10091691575,21501628,E09000018,HOUNSLOW,Hounslow,E05013606,Bedfont,Bedfont,510211,174561,510250,174550,51.45930754,-0.415009668,London,Feltham,317,Feltham,,,1,1,1,1,333,1
005713-14012019,14 Jan 2019,2019,20:11:46,20,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,TW3 1XZ,TW3,1.00022E+11,21500706,E09000018,HOUNSLOW,Hounslow,E05013621,Hounslow East,Hounslow East,514392,175464,514350,175450,51.46659817,-0.354573391,London,Heston,285,Heston,318,Heston,1,2,2,1,333,1
005834-15012019,15 Jan 2019,2019,08:12:37,8,Special Service,Special Service,Evacuation (no fire),Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W4,0,21500787,E09000018,HOUNSLOW,Hounslow,E05013610,Chiswick Homefields,Chiswick Homefields,,,521850,178250,,,London,Chiswick,288,Chiswick,,,1,1,1,1,333,2
005877-15012019,15 Jan 2019,2019,11:02:54,11,Fire,Primary Fire,,Road Vehicle,Car ,On land associated with building,TW5 9RA,TW5,10001272327,21500658,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,510411,176970,510450,176950,51.48092344,-0.411382829,London,Heathrow,366,Feltham,,,1,1,1,1,333,2
005901-15012019,15 Jan 2019,2019,11:55:04,11,Special Service,Special Service,RTC,Road Vehicle,Car ,On land associated with building,TW7 5ED,TW7,1.00022E+11,21501225,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,515742,176831,515750,176850,51.47860992,-0.33469701,London,Heston,176,Heston,192,Heston,1,2,2,2,666,2
005967-15012019,15 Jan 2019,2019,15:30:01,15,False Alarm,AFA,,Non Residential,Single shop ,Within same building,W4 3HD,W4,1.00022E+11,21500176,E09000018,HOUNSLOW,Hounslow,E05013610,Chiswick Homefields,Chiswick Homefields,520387,177268,520350,177250,51.4815652,-0.2676953,London,Chiswick,244,Richmond,,,1,1,1,1,333,1
006002-15012019,15 Jan 2019,2019,16:59:15,16,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Within same building,TW7 5BS,TW7,1.00022E+11,21501416,E09000018,HOUNSLOW,Hounslow,E05013627,Syon & Brentford Lock,Syon & Brentford Lock,516651,176806,516650,176850,51.4782025,-0.321616707,London,Heston,266,Heston,266,Heston,1,2,2,1,333,1
006283-16012019,16 Jan 2019,2019,09:26:58,9,False Alarm,AFA,,Non Residential,Leisure Centre ,Correct incident location,TW13 5EG,TW13,1.00023E+11,21501145,E09000018,HOUNSLOW,Hounslow,E05013615,Hanworth Park,Hanworth Park,511846,172557,511850,172550,51.44097427,-0.392126093,London,Feltham,493,Feltham,,,1,1,1,1,333,1
006306-16012019,16 Jan 2019,2019,10:13:13,10,False Alarm,AFA,,Non Residential,Large supermarket ,Correct incident location,TW8 0JG,TW8,1.00023E+11,21500607,E09000018,HOUNSLOW,Hounslow,E05013608,Brentford West,Brentford West,517743,177460,517750,177450,51.48384738,-0.305679787,London,Chiswick,278,Heston,,,1,1,1,1,333,1
006329-16012019,16 Jan 2019,2019,11:21:55,11,False Alarm,AFA,,Non Residential,Bus/coach station/garage ,Correct incident location,TW4 6BL,TW4,2.00004E+11,21501316,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,511320,175012,511350,175050,51.46314366,-0.398920753,London,Feltham,263,Feltham,,,1,1,1,1,333,1
006352-16012019,16 Jan 2019,2019,12:42:33,12,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,W4 3HD,W4,1.00022E+11,21500176,E09000018,HOUNSLOW,Hounslow,E05013610,Chiswick Homefields,Chiswick Homefields,520386,177268,520350,177250,51.48157374,-0.267705286,London,Chiswick,265,Chiswick,,,1,1,1,1,333,2
006378-16012019,16 Jan 2019,2019,14:04:44,14,False Alarm,AFA,,Non Residential,Warehouse ,Correct incident location,TW13 7HF,TW13,2.00004E+11,21501492,E09000018,HOUNSLOW,Hounslow,E05013615,Hanworth Park,Hanworth Park,510598,172388,510550,172350,51.43970621,-0.410119259,London,Feltham,299,Twickenham,,,1,1,1,1,333,1
006416-16012019,16 Jan 2019,2019,15:34:04,15,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W4,0,21500481,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,,,520950,178350,,,London,Chiswick,264,Chiswick,,,1,1,1,1,333,1
006427-16012019,16 Jan 2019,2019,16:02:04,16,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW7,0,21501549,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,,,514950,176850,,,London,Heston,226,Heston,,,1,1,1,1,333,1
006459-16012019,16 Jan 2019,2019,17:05:36,17,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,TW13 7EQ,TW13,2.00004E+11,21590002,E09000018,HOUNSLOW,Hounslow,E05013615,Hanworth Park,Hanworth Park,510763,172821,510750,172850,51.44356578,-0.407614339,London,Feltham,616,Feltham,,,1,1,1,1,333,1
006622-17012019,17 Jan 2019,2019,00:12:54,0,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,TW3,0,21510540,E09000018,HOUNSLOW,Hounslow,E05013624,Hounslow West,Hounslow West,,,513150,175450,,,London,Heston,294,Heston,302,Heston,3,5,5,2,666,1
006644-17012019,17 Jan 2019,2019,03:42:50,3,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW4,0,21501788,E09000018,HOUNSLOW,Hounslow,E05013622,Hounslow Heath,Hounslow Heath,,,512650,174650,,,London,Feltham,574,Feltham,,,1,1,1,1,333,1
006742-17012019,17 Jan 2019,2019,11:14:16,11,False Alarm,AFA,,Non Residential,Museum ,Correct incident location,TW8 0DU,TW8,10001271544,21500607,E09000018,HOUNSLOW,Hounslow,E05013607,Brentford East,Brentford East,518604,177932,518650,177950,51.487909,-0.293133,London,Chiswick,223,Chiswick,,,1,1,1,1,333,1
006819-17012019,17 Jan 2019,2019,14:30:26,14,Fire,Primary Fire,,Non Residential,Pre School/nursery ,Correct incident location,TW7 5XA,TW7,1.00022E+11,21500707,E09000018,HOUNSLOW,Hounslow,E05013627,Syon & Brentford Lock,Syon & Brentford Lock,516227,176880,516250,176850,51.47895355,-0.327691353,London,Heston,205,Heston,212,Heston,2,2,2,2,666,1
006834-17012019,17 Jan 2019,2019,15:09:01,15,Fire,Primary Fire,,Road Vehicle,Van ,In street close to gazetteer location,TW5 9UW,TW5,10090800004,21540030,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,511534,176362,511550,176350,51.47524327,-0.39540872,London,Feltham,288,Feltham,,,1,1,1,1,333,2
006841-17012019,17 Jan 2019,2019,15:24:04,15,Fire,Primary Fire,,Road Vehicle,Motorcycle ,On land associated with building,TW13 6PB,TW13,1.00022E+11,21500022,E09000018,HOUNSLOW,Hounslow,E05013616,Hanworth Village,Hanworth Village,512391,171632,512350,171650,51.4325601,-0.384583255,London,Twickenham,343,Twickenham,500,Twickenham,1,2,2,2,666,5
006865-17012019,17 Jan 2019,2019,16:15:33,16,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,TW13,0,21590102,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,,,510350,173150,,,London,Feltham,510,Feltham,525,Feltham,2,3,3,1,333,1
006883-17012019,17 Jan 2019,2019,17:30:25,17,False Alarm,False alarm - Good intent,,Road Vehicle,Car ,In street remote from gazetteer location,TW13 5QY,TW13,10070718821,22406566,E09000018,HOUNSLOW,Hounslow,E05013781,Heathfield,Heathfield,513577,172679,513550,172650,51.44173069,-0.367190505,London,Twickenham,866,Twickenham,,,2,2,2,1,333,1
006922-17012019,17 Jan 2019,2019,18:56:05,18,False Alarm,False alarm - Good intent,,Non Residential,Football stadium ,Correct incident location,TW8 9BW,TW8,10001273285,21501757,E09000018,HOUNSLOW,Hounslow,E05013607,Brentford East,Brentford East,518691,178304,518650,178350,51.4912345,-0.2917599,London,Chiswick,376,Chiswick,386,Acton,2,2,2,1,333,1
007064-18012019,18 Jan 2019,2019,03:06:30,3,False Alarm,False alarm - Good intent,,Non Residential,Factory ,Within same building,TW14 0SL,TW14,2.00004E+11,21590192,E09000018,HOUNSLOW,Hounslow,E05013613,Feltham North,Feltham North,510826,174976,510850,174950,51.46291974,-0.406041646,London,Feltham,175,Feltham,266,Feltham,1,2,2,1,333,2
007186-18012019,18 Jan 2019,2019,11:12:16,11,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,TW13 6DB,TW13,2.00004E+11,21501459,E09000018,HOUNSLOW,Hounslow,E05013616,Hanworth Village,Hanworth Village,512498,172358,512450,172350,51.439061,-0.382807,London,Feltham,281,Twickenham,,,1,1,1,1,333,1
007286-18012019,18 Jan 2019,2019,15:47:22,15,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,TW4,0,21500243,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,,,510950,175750,,,London,Feltham,317,Feltham,318,Feltham,1,2,2,1,333,1
007425-18012019,18 Jan 2019,2019,23:01:26,23,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW7,0,21501137,E09000018,HOUNSLOW,Hounslow,E05013625,Isleworth,Isleworth,,,516050,175050,,,London,Heston,351,Heston,,,1,1,1,1,333,1
007430-18012019,18 Jan 2019,2019,23:12:34,23,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW5,0,21500814,E09000018,HOUNSLOW,Hounslow,E05013619,Heston West,Heston West,,,511750,177450,,,London,Feltham,409,Feltham,,,1,1,1,1,333,1
007444-19012019,19 Jan 2019,2019,00:27:16,0,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Correct incident location,,TW4,0,21500238,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,,,510850,176250,,,London,Feltham,381,Feltham,,,1,1,1,1,333,1
007544-19012019,19 Jan 2019,2019,09:15:27,9,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,TW8 0EX,TW8,1.00023E+11,21501508,E09000018,HOUNSLOW,Hounslow,E05013611,Chiswick Riverside,Chiswick Riverside,519069,178188,519050,178150,51.49011679,-0.286356901,London,Chiswick,278,Chiswick,,,1,1,1,1,333,1
007755-19012019,19 Jan 2019,2019,17:17:52,17,Special Service,Special Service,Effecting entry/exit,Outdoor,Park ,On land associated with building,TW15 1AT,TW15,10001272890,21501366,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,508570,171750,508550,171750,51.43435784,-0.439490867,London,Feltham,1041,Feltham,,,1,1,1,1,333,1
007820-19012019,19 Jan 2019,2019,19:28:08,19,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,TW3,0,21500040,E09000018,HOUNSLOW,Hounslow,E05013623,Hounslow South,Hounslow South,,,513550,174550,,,London,Heston,339,Heston,,,1,1,1,2,666,1
007826-19012019,19 Jan 2019,2019,19:42:17,19,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,TW13,0,21501000,E09000018,HOUNSLOW,Hounslow,E05013616,Hanworth Village,Hanworth Village,,,512450,172950,,,London,Feltham,297,Feltham,336,Feltham,1,2,2,1,333,1
007839-19012019,19 Jan 2019,2019,20:15:56,20,False Alarm,AFA,,Non Residential,Telephone exchange,Correct incident location,TW13 5AF,TW13,1.00023E+11,21500553,E09000018,HOUNSLOW,Hounslow,E05013615,Hanworth Park,Hanworth Park,511022,173206,511050,173250,51.44697584,-0.403772716,London,Feltham,352,Feltham,,,1,1,1,1,333,1
007866-19012019,19 Jan 2019,2019,22:14:28,22,Fire,Primary Fire,,Other Residential,Retirement/Old Persons Home,Within same building,TW3 1YF,TW3,1.00024E+11,21501410,E09000018,HOUNSLOW,Hounslow,E05013621,Hounslow East,Hounslow East,514905,175972,514950,175950,51.47106171,-0.347014782,London,Heston,247,Heston,484,Heathrow,2,2,2,1,333,3
008023-20012019,20 Jan 2019,2019,12:11:45,12,False Alarm,AFA,,Non Residential,Leisure Centre ,Correct incident location,TW5 0LW,TW5,1.00023E+11,21500798,E09000018,HOUNSLOW,Hounslow,E05013617,Heston Central,Heston Central,512874,177643,512850,177650,51.48649069,-0.37571443,London,Heston,391,Heston,,,1,1,1,1,333,1
008036-20012019,20 Jan 2019,2019,12:50:23,12,Special Service,Special Service,Lift Release,Non Residential,Shopping Centre ,Correct incident location,TW3 1EQ,TW3,2.00004E+11,21500610,E09000018,HOUNSLOW,Hounslow,E05013620,Hounslow Central,Hounslow Central,513800,175607,513850,175650,51.46799841,-0.363039136,London,Heston,322,Heston,,,1,1,1,1,333,1
008047-20012019,20 Jan 2019,2019,13:25:17,13,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,TW3,0,21510540,E09000018,HOUNSLOW,Hounslow,E05013624,Hounslow West,Hounslow West,,,513150,175450,,,London,Heston,352,Heston,,,1,1,2,7,2331,1
008050-20012019,20 Jan 2019,2019,13:33:07,13,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W4,0,21500846,E09000018,HOUNSLOW,Hounslow,E05013611,Chiswick Riverside,Chiswick Riverside,,,519650,177950,,,London,Chiswick,345,Acton,408,Richmond,2,2,2,4,1332,1
008089-20012019,20 Jan 2019,2019,15:04:26,15,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,TW3,0,21590275,E09000018,HOUNSLOW,Hounslow,E05013624,Hounslow West,Hounslow West,,,512850,175450,,,London,Heston,,,,,1,1,1,1,333,1
008161-20012019,20 Jan 2019,2019,17:03:10,17,Fire,Primary Fire,,Non Residential,Factory ,Correct incident location,TW7 5LW,TW7,1.00023E+11,21501106,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,516222,177508,516250,177550,51.48459561,-0.327560242,London,Heston,466,Ealing,564,Richmond,2,2,2,4,1332,1
008164-20012019,20 Jan 2019,2019,17:17:02,17,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,TW8,0,21500377,E09000018,HOUNSLOW,Hounslow,E05013607,Brentford East,Brentford East,,,517950,178150,,,London,Chiswick,397,Heston,,,1,1,1,1,333,2
008166-20012019,20 Jan 2019,2019,17:25:06,17,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,TW7 7QJ,TW7,1.00022E+11,21501326,E09000018,HOUNSLOW,Hounslow,E05013625,Isleworth,Isleworth,515930,174486,515950,174450,51.45749389,-0.332750253,London,Heston,339,Heston,432,Twickenham,2,3,3,1,333,1
008192-20012019,20 Jan 2019,2019,18:24:08,18,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,TW13,0,21500898,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,,,510050,172450,,,London,Feltham,437,Feltham,617,Feltham,1,2,2,1,333,1
008218-20012019,20 Jan 2019,2019,19:05:14,19,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,TW3,0,21500236,E09000018,HOUNSLOW,Hounslow,E05013623,Hounslow South,Hounslow South,,,514550,175450,,,London,Heston,340,Heston,344,Heston,1,2,2,1,333,1
008265-20012019,20 Jan 2019,2019,21:57:10,21,False Alarm,AFA,,Non Residential,Sports pavilion/shower block/changing facility ,Correct incident location,TW7 5DB,TW7,2.00004E+11,21501106,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,515587,177946,515550,177950,51.488659,-0.3365668,London,Heston,303,Heston,,,1,1,1,1,333,1
008340-21012019,21 Jan 2019,2019,03:39:55,3,Fire,Secondary Fire,,Outdoor,Road surface/pavement ,In street outside gazetteer location,UB3 4QZ,UB3,10093256621,21519804,E09000018,HOUNSLOW,Hounslow,E05013619,Heston West,Heston West,510429,178481,510450,178450,51.49450038,-0.410648764,London,Hayes,482,Hayes,,,1,1,1,1,333,1
008412-21012019,21 Jan 2019,2019,10:09:34,10,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW5,0,21500557,E09000018,HOUNSLOW,Hounslow,E05013619,Heston West,Heston West,,,511650,177450,,,London,Feltham,365,Feltham,,,1,1,1,1,333,2
008474-21012019,21 Jan 2019,2019,13:42:37,13,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,TW8 0AA,TW8,1.00023E+11,21500607,E09000018,HOUNSLOW,Hounslow,E05013627,Syon & Brentford Lock,Syon & Brentford Lock,517893,177408,517850,177450,51.483353,-0.303542,London,Chiswick,280,Chiswick,,,1,1,1,1,333,1
008479-21012019,21 Jan 2019,2019,14:00:45,14,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,TW8 9QT,TW8,2.00004E+11,21500703,E09000018,HOUNSLOW,Hounslow,E05013607,Brentford East,Brentford East,518404,178577,518450,178550,51.493749,-0.295789,London,Acton,375,Chiswick,,,1,1,1,1,333,1
008547-21012019,21 Jan 2019,2019,17:06:45,17,False Alarm,AFA,,Dwelling,Licensed House in Multiple Occupation - 3 or more storeys ,Correct incident location,,TW7,0,21500523,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,,,515150,176450,,,London,Heston,24,Heston,,,1,1,1,1,333,1
008567-21012019,21 Jan 2019,2019,17:58:35,17,False Alarm,AFA,,Non Residential,TV/film/music/art studio ,Correct incident location,TW7 5QD,TW7,1.00024E+11,21501550,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,516196,177740,516150,177750,51.48669117,-0.327865905,London,Heston,380,Heston,,,1,1,1,1,333,1
008623-21012019,21 Jan 2019,2019,20:15:29,20,False Alarm,AFA,,Non Residential,Community centre/Hall ,Correct incident location,TW7 7BG,TW7,1.00023E+11,21501031,E09000018,HOUNSLOW,Hounslow,E05013625,Isleworth,Isleworth,516391,175755,516350,175750,51.46880843,-0.325709948,London,Heston,235,Heston,,,1,1,1,1,333,1
008637-21012019,21 Jan 2019,2019,20:33:32,20,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW13,0,21500609,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,,,510450,172950,,,London,Feltham,499,Feltham,,,1,1,1,1,333,1
008687-21012019,21 Jan 2019,2019,23:14:13,23,Special Service,Special Service,Flooding,Outdoor,Cycle path/public footpath/bridleway ,In street outside gazetteer location,W4 5TA,W4,1.00023E+11,21502481,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,520758,178495,520750,178450,51.49251603,-0.261928131,London,Chiswick,178,Chiswick,,,1,1,1,1,333,1
008713-22012019,22 Jan 2019,2019,02:27:16,2,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,TW8 9AN,TW8,10059205287,99990112,E09000018,HOUNSLOW,Hounslow,E05013607,Brentford East,Brentford East,518852,178407,518850,178450,51.4921295,-0.289397321,London,Chiswick,394,Chiswick,621,Ealing,3,3,3,2,666,1
